Rooms,Type,Price,Method,Seller,Date,Distance,Postcode,Bedroom2,Bathroom,Car,Landsize,BuildingArea
3,h,1305000,S,Barry,28-05-2016,5.9,3032,2,1,1,278,166
3,h,932500,S,Nelson,28-05-2016,5.9,3032,3,2,1,254,
3,h,965000,S,Alexkarbon,28-08-2016,5.9,3032,3,1,0,216,
3,h,1215000,S,Stockdale,28-08-2016,5.9,3032,3,1,1,452,175
2,u,545000,S,Nelson,28-08-2016,5.9,3032,2,1,2,194,71
4,h,1705000,S,Jellis,30-07-2016,5.9,3032,4,2,4,598,273
3,h,970000,S,Nelson,30-07-2016,5.9,3032,2,1,1,194,
2,h,925000,S,Barry,30-07-2016,5.9,3032,2,1,1,407,
4,h,2650000,S,Marshall,03-09-2016,11,3147,4,3,2,753,399
3,h,1670000,S,Jellis,03-12-2016,11,3147,3,2,2,599,220
3,t,955000,S,Buxton,03-12-2016,11,3147,3,2,2,203,
3,t,2050000,S,Fletchers,03-12-2016,11,3147,3,3,4,310,315
2,u,500000,VB,Fletchers,04-03-2017,11,3147,2,1,1,710,
2,h,1575000,S,Jellis,04-03-2017,11,3147,2,1,2,679,
3,h,1555000,S,Jellis,04-06-2016,11,3147,3,2,2,731,149
3,h,1100000,PI,Marshall,08-10-2016,11,3147,3,3,2,276,178
3,h,1337000,S,Buxton,08-10-2016,11,3147,3,1,2,583,112
8,h,2950000,S,hockingstuart,10-09-2016,11,3147,9,7,4,1472,618
4,h,2215000,SP,Marshall,10-09-2016,11,3147,4,2,1,681,
3,h,1518000,S,Jellis,10-09-2016,11,3147,3,2,2,516,145
3,h,1710000,S,hockingstuart,10-12-2016,11,3147,3,1,2,806,101
3,h,1655000,S,Jellis,10-12-2016,11,3147,3,1,3,780,152
4,h,1550000,VB,Marshall,12-11-2016,11,3147,4,2,2,780,180
3,h,1662000,S,Jellis,14-05-2016,11,3147,3,2,2,351,228
3,h,1665000,S,Jellis,15-10-2016,11,3147,3,2,3,702,145
2,h,1445000,S,Jellis,16-04-2016,11,3147,2,1,2,704,
5,h,3510000,S,Jellis,18-03-2017,11,3147,5,5,2,755,444
3,t,968000,S,Jellis,18-06-2016,11,3147,3,1,1,227,
3,t,900000,S,Jellis,19-11-2016,11,3147,3,2,2,153,110
3,h,1500000,S,hockingstuart,22-05-2016,11,3147,3,1,2,545,
5,h,2752000,S,Jellis,22-08-2016,11,3147,6,4,2,1075,390
3,h,1500000,VB,Jellis,22-08-2016,11,3147,3,2,2,710,139
4,h,1800000,S,Jellis,25-02-2017,11,3147,4,2,4,749,206
3,h,1830000,S,Jellis,25-02-2017,11,3147,3,2,3,724,168
3,h,1415000,S,Buxton,27-06-2016,11,3147,3,1,1,605,111
2,h,1440000,PI,Jellis,27-06-2016,11,3147,2,1,1,687,104
4,t,1250000,VB,Noel,27-11-2016,11,3147,4,2,2,321,199
3,h,1422000,S,Buxton,27-11-2016,11,3147,3,1,2,583,
5,h,1600000,S,Marshall,27-11-2016,11,3147,5,3,4,700,266
4,h,1860000,S,Jellis,27-11-2016,11,3147,4,2,3,696,274
3,t,1710000,S,Marshall,27-11-2016,11,3147,3,2,2,295,
4,h,1790000,PI,hockingstuart,28-05-2016,11,3147,4,2,2,514,240
4,h,1950000,S,Tim,28-05-2016,11,3147,4,2,2,844,278
3,h,1600000,S,Fletchers,28-05-2016,11,3147,3,1,2,637,
3,h,1320000,PI,Marshall,28-08-2016,11,3147,3,1,2,1063,
3,h,1650000,S,Marshall,28-08-2016,11,3147,3,1,1,697,164
2,h,995000,S,Tim,03-09-2016,12.2,3147,2,1,1,583,
3,h,1250000,S,Woodards,03-12-2016,12.2,3147,3,1,1,842,
3,u,1045000,S,Tim,04-03-2017,12.2,3147,3,2,2,467,
4,h,1200000,SP,Purplebricks,04-03-2017,12.2,3147,4,3,2,372,201
2,h,1075000,VB,Jellis,04-06-2016,12.2,3147,2,1,2,695,114
4,h,1500000,S,Fletchers,06-08-2016,12.2,3147,2,2,2,621,203
3,h,1120000,S,Tim,07-05-2016,12.2,3147,3,1,2,723,
2,t,700000,S,hockingstuart,07-11-2016,12.2,3147,2,1,2,367,110
3,h,761000,PI,Fletchers,07-11-2016,12.2,3147,3,2,4,400,94
4,h,1270000,SP,Buxton,08-10-2016,12.2,3147,4,2,1,724,
4,h,1510000,S,Buxton,08-10-2016,12.2,3147,4,2,2,526,
3,h,1365000,S,Fletchers,10-09-2016,12.2,3147,3,1,1,792,792
4,h,1100000,VB,Tim,10-12-2016,12.2,3147,3,2,2,803,152
4,h,1415000,S,Buxton,13-08-2016,12.2,3147,4,3,2,724,
2,u,690000,S,Ray,14-05-2016,12.2,3147,2,1,1,216,90
3,h,1631000,S,Jellis,15-10-2016,12.2,3147,3,2,3,782,215
4,h,1500000,S,Buxton,15-10-2016,12.2,3147,4,2,1,593,255
3,h,1060000,S,Harcourts,16-07-2016,12.2,3147,2,1,2,772,
5,h,1529500,S,Buxton,17-09-2016,12.2,3147,5,3,2,585,317
2,u,600000,S,Noel,18-03-2017,12.2,3147,2,1,1,153,80
2,u,535000,S,Woodards,18-06-2016,12.2,3147,2,1,1,72,
3,h,785000,S,Buxton,19-11-2016,12.2,3147,3,1,1,557,
4,h,1240000,S,Tim,19-11-2016,12.2,3147,4,2,2,766,192
2,u,700000,S,hockingstuart,22-08-2016,12.2,3147,2,1,2,192,88
4,h,1350000,S,Buxton,24-09-2016,12.2,3147,4,2,1,727,
2,h,1110000,S,Fletchers,24-09-2016,12.2,3147,2,1,1,586,86
3,h,1305000,S,Jellis,25-02-2017,12.2,3147,3,1,1,760,120
3,h,855000,S,Noel,25-02-2017,12.2,3147,3,2,1,320,85
3,t,900500,S,Jellis,27-11-2016,12.2,3147,3,2,2,256,134
3,h,1200000,VB,Buxton,28-05-2016,12.2,3147,3,2,2,839,198
3,t,830000,S,Barry,28-08-2016,12.2,3147,2,1,2,212,130
3,h,850000,S,Moonee,03-09-2016,10.5,3034,3,1,1,593,118
3,h,750000,SP,Moonee,03-09-2016,10.5,3034,3,1,1,0,103
3,t,851000,S,Nelson,03-12-2016,10.5,3034,3,3,1,557,181
3,h,848000,S,Nelson,04-03-2017,10.5,3034,3,1,2,542,
4,h,806000,S,Moonee,04-03-2017,10.5,3034,4,2,1,350,
4,h,1155000,S,Nelson,04-06-2016,10.5,3034,3,2,2,569,225
3,h,670000,VB,Nelson,04-06-2016,10.5,3034,3,2,2,671,
4,h,1200000,S,Nelson,04-06-2016,10.5,3034,4,5,4,673,
3,h,636000,S,Nelson,04-06-2016,10.5,3034,2,1,2,571,
3,h,680000,S,Nelson,06-08-2016,10.5,3034,3,1,2,570,120
4,h,1160000,S,Moonee,07-05-2016,10.5,3034,4,3,2,789,
3,h,750000,S,Barry,08-10-2016,10.5,3034,3,1,1,529,
3,h,627500,SP,Moonee,08-10-2016,10.5,3034,3,1,1,550,143
3,t,880000,S,Moonee,08-10-2016,10.5,3034,3,2,2,339,
4,h,950000,S,Moonee,10-12-2016,10.5,3034,4,3,3,761,281
4,h,1600000,PI,Nelson,10-12-2016,10.5,3034,4,3,3,1801,
2,t,585000,S,Barry,11-02-2017,10.5,3034,2,1,1,136,
3,h,650000,SP,Moonee,15-10-2016,10.5,3034,3,1,3,574,
3,h,725000,SP,Moonee,15-10-2016,10.5,3034,3,1,4,606,
3,u,665000,S,Brad,16-04-2016,10.5,3034,3,2,1,289,
3,h,560500,S,Nelson,16-04-2016,10.5,3034,3,1,1,177,
3,h,615000,SP,Moonee,16-07-2016,10.5,3034,3,1,2,649,
3,h,845000,S,Nelson,16-07-2016,10.5,3034,3,1,3,704,
3,h,585000,SA,Barry,17-09-2016,10.5,3034,3,1,2,322,
2,u,440000,S,Nelson,18-03-2017,10.5,3034,2,1,1,263,
3,h,850000,S,Moonee,18-03-2017,10.5,3034,3,1,2,766,149
5,h,850000,SP,Moonee,18-06-2016,10.5,3034,5,2,4,574,
3,h,705000,S,Nelson,22-05-2016,10.5,3034,3,1,1,581,106
4,h,1100000,VB,Brad,22-05-2016,10.5,3034,4,3,2,873,395
3,h,892500,S,Nelson,22-05-2016,10.5,3034,3,1,1,586,118
3,h,695000,S,HAR,23-04-2016,10.5,3034,3,1,2,588,
2,h,522500,S,Nelson,24-09-2016,10.5,3034,2,1,1,220,101
4,h,680000,PI,Nelson,24-09-2016,10.5,3034,4,2,2,554,140
3,u,500000,S,Nelson,24-09-2016,10.5,3034,3,1,1,260,
2,t,550000,SP,Moonee,24-09-2016,10.5,3034,2,1,2,158,
3,h,730000,S,Jas,25-02-2017,10.5,3034,3,2,2,705,
3,h,875000,S,Edward,25-02-2017,10.5,3034,3,1,3,812,117
3,h,850000,SP,Moonee,25-02-2017,10.5,3034,3,2,8,585,
3,h,635000,SP,Moonee,26-07-2016,10.5,3034,3,1,1,597,
4,h,762000,S,Nelson,26-07-2016,10.5,3034,4,2,2,589,150
2,u,411000,PI,Barry,27-11-2016,10.5,3034,2,1,1,0,85
4,h,790000,S,Barry,27-11-2016,10.5,3034,4,2,2,570,
4,h,605000,S,Barry,27-11-2016,10.5,3034,4,1,0,569,
3,h,805000,S,Nelson,27-11-2016,10.5,3034,3,2,2,593,103
4,h,890000,S,Moonee,27-11-2016,10.5,3034,4,2,4,585,
3,h,795000,S,Barry,28-05-2016,10.5,3034,3,1,1,549,
3,h,634000,S,Nelson,28-05-2016,10.5,3034,4,2,1,582,153
3,h,642000,SP,Moonee,28-08-2016,10.5,3034,3,1,1,590,
3,h,863000,S,Barry,28-08-2016,10.5,3034,3,2,3,638,
3,h,740000,SP,Moonee,28-08-2016,10.5,3034,3,1,2,607,
4,h,1819000,S,Gary,03-09-2016,6.6,3183,3,2,1,244,180
2,u,410000,PI,hockingstuart,03-12-2016,6.6,3183,2,1,2,0,61
1,u,280000,VB,hockingstuart,07-05-2016,6.6,3183,1,1,1,0,
2,t,1015000,S,Gary,07-11-2016,6.6,3183,2,1,2,114,120
2,u,502500,S,Buxton,15-10-2016,6.6,3183,2,1,1,0,65
2,u,520000,S,Gary,15-10-2016,6.6,3183,2,1,0,0,58
2,u,442000,SP,Buxton,17-09-2016,6.6,3183,2,1,1,0,61
3,h,1193000,S,McGrath,18-06-2016,6.6,3183,3,1,1,178,100
2,u,416000,S,Chisholm,18-06-2016,6.6,3183,2,1,1,0,49
2,u,820000,S,Gary,19-11-2016,6.6,3183,2,1,1,0,
2,u,474000,S,hockingstuart,22-05-2016,6.6,3183,2,1,1,0,59
2,h,981000,S,Buxton,25-02-2017,6.6,3183,2,1,0,159,84
3,h,1690000,S,McGrath,25-02-2017,6.6,3183,3,2,2,339,159
2,u,540000,VB,McGrath,27-06-2016,6.6,3183,2,1,1,483,51
3,h,1080000,S,Buxton,27-06-2016,6.6,3183,3,1,1,157,
1,u,500000,SP,Biggin,27-11-2016,6.6,3183,1,1,0,0,
2,u,497500,PI,hockingstuart,28-08-2016,6.6,3183,2,0,0,0,
2,h,2100000,S,Marshall,03-09-2016,9.7,3103,2,1,1,659,123
4,h,1800000,VB,Marshall,03-09-2016,9.7,3103,4,2,2,715,218
2,t,1255000,S,Noel,03-09-2016,9.7,3103,2,1,1,208,129
3,u,1070000,SA,Philip,03-12-2016,9.7,3103,3,2,2,206,112
5,h,2570000,PI,RT,03-12-2016,9.7,3103,5,3,2,715,420
4,h,2400000,VB,RW,03-12-2016,9.7,3103,4,2,2,744,226
3,h,2200000,S,North,03-12-2016,9.7,3103,3,3,2,651,266
5,h,3250000,PI,hockingstuart,03-12-2016,9.7,3103,5,5,2,651,410
2,u,806000,S,Noel,03-12-2016,9.7,3103,2,1,1,122,97
6,h,4000000,VB,Jellis,03-12-2016,9.7,3103,6,4,7,2051,449
2,h,1215000,S,Jellis,03-12-2016,9.7,3103,2,2,2,0,
5,h,2250000,PI,Noel,03-12-2016,9.7,3103,5,3,2,600,356
2,u,812000,S,Jellis,04-03-2017,9.7,3103,2,1,1,206,
3,h,1140000,S,Nelson,04-06-2016,9.7,3103,3,2,2,175,
3,h,2330000,S,Marshall,04-06-2016,9.7,3103,3,2,1,853,
5,h,2800000,VB,Marshall,04-06-2016,9.7,3103,5,3,2,678,349
2,u,605000,S,Marshall,04-06-2016,9.7,3103,2,1,1,0,
3,h,1255000,PI,Noel,04-06-2016,9.7,3103,3,2,2,308,
2,h,1850000,VB,Fletchers,06-08-2016,9.7,3103,3,1,1,1015,166
2,u,805000,S,Noel,06-08-2016,9.7,3103,3,1,1,209,
3,h,700000,VB,Marshall,07-05-2016,9.7,3103,3,1,1,188,110
4,h,2130000,PI,Jellis,07-05-2016,9.7,3103,4,2,2,664,
2,h,500000,S,Marshall,07-05-2016,9.7,3103,2,1,1,0,72
3,h,2125000,SP,Jellis,07-05-2016,9.7,3103,3,2,2,699,252
4,h,1800000,PI,Jellis,08-10-2016,9.7,3103,3,2,2,577,200
2,u,635000,S,Fletchers,08-10-2016,9.7,3103,2,1,1,0,70
2,u,526000,S,hockingstuart,10-09-2016,9.7,3103,2,1,1,0,73
1,h,390000,VB,Jellis,10-09-2016,9.7,3103,1,1,1,740,
3,h,905000,S,Kay,10-12-2016,9.7,3103,3,1,2,281,150
4,h,1750000,PI,Ascend,10-12-2016,9.7,3103,4,3,2,453,308
2,t,760000,S,Christopher,10-12-2016,9.7,3103,2,1,1,121,100
4,h,3180000,S,Kay,10-12-2016,9.7,3103,4,3,4,1148,
3,t,1367000,S,Jellis,10-12-2016,9.7,3103,3,2,2,219,164
5,h,3600000,SP,Marshall,10-12-2016,9.7,3103,5,3,2,678,
5,h,2550000,S,Marshall,10-12-2016,9.7,3103,5,3,2,642,
4,t,1400000,PI,Noel,12-11-2016,9.7,3103,4,3,2,241,240
4,h,3270000,S,Fletchers,12-11-2016,9.7,3103,4,2,4,935,241
2,u,625000,PI,Jellis,13-08-2016,9.7,3103,2,1,1,115,104
2,t,700000,VB,Noel,13-08-2016,9.7,3103,2,1,1,104,
3,h,1860000,S,Marshall,14-05-2016,9.7,3103,3,1,4,671,465
4,h,2730000,S,RT,15-10-2016,9.7,3103,4,3,2,674,336
5,h,2020000,S,Marshall,16-04-2016,9.7,3103,5,2,2,611,
2,u,460000,VB,Jellis,16-04-2016,9.7,3103,2,1,1,0,79
4,h,2250000,SA,Jellis,16-07-2016,9.7,3103,3,1,2,832,
2,u,1053000,S,Fletchers,16-07-2016,9.7,3103,2,1,2,231,98
3,h,1800000,VB,Marshall,16-07-2016,9.7,3103,3,2,2,380,
3,t,1472000,S,Noel,16-07-2016,9.7,3103,3,2,2,306,170
3,h,2120000,S,Jellis,17-09-2016,9.7,3103,3,1,2,651,
3,h,1910000,S,Jellis,17-09-2016,9.7,3103,3,1,2,697,
2,u,754000,PI,Marshall,18-03-2017,9.7,3103,2,1,1,87,88
5,h,3000000,VB,Jellis,18-06-2016,9.7,3103,5,5,2,671,
5,h,3400000,VB,Jellis,18-06-2016,9.7,3103,5,6,4,739,502
4,h,2188000,S,Marshall,19-11-2016,9.7,3103,4,2,2,752,253
2,u,755000,PI,Noel,19-11-2016,9.7,3103,2,1,1,213,92
4,h,2900000,VB,Marshall,22-05-2016,9.7,3103,4,3,2,596,
4,h,3290000,S,Jellis,22-05-2016,9.7,3103,4,3,2,1007,350
5,h,2665000,S,Jellis,22-08-2016,9.7,3103,4,3,2,674,
4,h,1801000,S,Noel,22-08-2016,9.7,3103,4,2,2,583,
4,h,2410000,S,Fletchers,24-09-2016,9.7,3103,4,2,1,685,207
2,u,650000,S,Jellis,24-09-2016,9.7,3103,2,1,1,0,150
4,h,2275000,VB,Jellis,25-02-2017,9.7,3103,4,2,1,842,
5,h,2810000,PI,Jellis,25-02-2017,9.7,3103,5,3,4,1468,
3,t,1385000,S,Jellis,25-02-2017,9.7,3103,3,2,2,190,
4,h,2000000,PI,hockingstuart,27-06-2016,9.7,3103,3,1,2,739,291
4,h,1900000,S,Mandy,27-11-2016,9.7,3103,4,2,1,665,155
3,h,3401000,S,Jellis,27-11-2016,9.7,3103,3,2,1,706,166
3,h,1750000,VB,Jellis,27-11-2016,9.7,3103,3,2,3,613,193
5,h,4000000,VB,RT,27-11-2016,9.7,3103,5,4,3,1437,
3,t,1100000,S,hockingstuart,28-05-2016,9.7,3103,3,2,1,259,
5,h,3020000,PI,Jellis,28-05-2016,9.7,3103,5,3,2,715,420
3,h,2950000,S,Jellis,28-05-2016,9.7,3103,4,2,2,650,
5,h,2450000,S,Marshall,28-05-2016,9.7,3103,4,2,2,981,260
3,h,1912000,S,Fletchers,28-05-2016,9.7,3103,2,1,2,844,
2,u,730000,S,hockingstuart,28-08-2016,9.7,3103,2,1,1,130,80
5,h,3900000,PI,Jellis,28-08-2016,9.7,3103,5,7,6,0,
3,h,1500000,SP,Noel,28-08-2016,9.7,3103,3,2,2,404,190
3,h,1850000,S,Fletchers,28-08-2016,9.7,3103,3,1,1,607,
4,h,1700000,VB,Marshall,30-07-2016,9.7,3103,3,1,1,672,115
2,h,1010000,PI,Marshall,30-07-2016,9.7,3103,2,0,0,1611,
3,t,1315000,S,hockingstuart,03-09-2016,9.2,3104,3,2,2,260,167
3,h,1500000,PI,Jellis,03-09-2016,9.2,3104,3,2,1,778,154
4,h,3230000,S,Jellis,03-09-2016,9.2,3104,4,4,3,1135,275
2,h,1080000,S,Jellis,03-09-2016,9.2,3104,2,1,1,253,
7,h,1350000,PI,Barry,03-12-2016,9.2,3104,7,2,0,942,
4,h,1905000,S,Noel,03-12-2016,9.2,3104,4,2,2,647,185
5,h,3300000,PI,hockingstuart,03-12-2016,9.2,3104,5,4,2,760,477
4,h,1900000,VB,Fletchers,03-12-2016,9.2,3104,4,2,2,642,215
3,h,2251000,S,Marshall,03-12-2016,9.2,3104,3,1,2,888,137
4,h,2205000,PI,RW,03-12-2016,9.2,3104,4,2,2,750,214
3,h,1265000,S,hockingstuart,03-12-2016,9.2,3104,3,2,1,347,160
3,h,2000000,S,R&H,04-03-2017,9.2,3104,3,1,3,772,
4,h,1750000,S,Kay,04-03-2017,9.2,3104,4,2,2,673,185
3,h,1450000,VB,Jellis,04-03-2017,9.2,3104,3,1,2,665,124
4,h,2614000,S,Fletchers,04-03-2017,9.2,3104,4,2,2,772,150
4,h,1825000,S,Fletchers,04-03-2017,9.2,3104,4,2,3,736,225
4,h,2550000,S,Fletchers,04-03-2017,9.2,3104,4,1,4,847,
4,h,1570000,SP,Jellis,04-06-2016,9.2,3104,4,2,1,546,
5,h,3250000,PI,Jellis,06-08-2016,9.2,3104,3,4,2,886,520
4,h,1750000,PI,Ray,06-08-2016,9.2,3104,4,3,3,667,
3,t,1150000,S,Christopher,06-08-2016,9.2,3104,3,2,1,207,144
3,h,1575000,PI,Noel,06-08-2016,9.2,3104,3,2,2,645,
6,h,1505000,S,hockingstuart,07-05-2016,9.2,3104,4,2,2,724,
4,h,1572000,S,hockingstuart,07-05-2016,9.2,3104,4,2,2,662,330
4,h,1500000,VB,Jellis,07-05-2016,9.2,3104,3,2,2,610,
4,t,1400000,S,Jellis,07-05-2016,9.2,3104,4,2,1,283,
5,h,1750000,VB,Jellis,07-11-2016,9.2,3104,5,3,2,705,365
4,h,1850000,VB,Jellis,07-11-2016,9.2,3104,4,2,2,619,254
3,h,1480000,PI,Marshall,07-11-2016,9.2,3104,3,1,2,992,
4,h,1400000,PI,hockingstuart,08-10-2016,9.2,3104,4,2,2,714,
4,h,2130000,PI,RW,08-10-2016,9.2,3104,4,3,2,1274,275
3,u,1050000,S,Fletchers,08-10-2016,9.2,3104,3,2,2,244,
5,h,3690000,S,RW,08-10-2016,9.2,3104,4,4,2,624,154
4,h,1740000,VB,Jellis,10-09-2016,9.2,3104,4,2,2,610,275
4,h,2575000,PI,Jellis,10-09-2016,9.2,3104,4,3,2,657,355
4,h,1388800,S,Jellis,10-09-2016,9.2,3104,3,2,1,517,247
4,h,1702000,PI,Jellis,10-12-2016,9.2,3104,4,2,2,715,
4,h,1800000,VB,Fletchers/One,10-12-2016,9.2,3104,4,2,4,587,165
4,h,2910000,S,Marshall,10-12-2016,9.2,3104,4,3,2,1070,247
2,h,1400000,S,Noel,10-12-2016,9.2,3104,2,1,1,694,
2,t,860000,S,hockingstuart,10-12-2016,9.2,3104,2,2,2,204,
4,h,1670000,SP,Marshall,11-03-2017,9.2,3104,4,3,2,689,
5,h,1500000,S,hockingstuart,12-06-2016,9.2,3104,3,1,1,800,
5,h,2200000,VB,Noel,12-06-2016,9.2,3104,5,3,2,900,355
4,h,1350000,VB,Jellis,12-11-2016,9.2,3104,4,2,2,815,
5,h,2070000,SP,Jellis,12-11-2016,9.2,3104,5,2,1,1138,
3,h,1300000,S,Marshall,12-11-2016,9.2,3104,3,1,2,464,
3,h,1700000,VB,Fletchers,13-08-2016,9.2,3104,3,2,3,763,168
3,h,1750000,VB,Noel,13-08-2016,9.2,3104,2,1,2,854,
3,h,980000,SP,Fletchers,14-05-2016,9.2,3104,3,1,1,542,
3,h,1230000,S,Noel,14-05-2016,9.2,3104,3,3,1,310,188
7,h,2600000,PI,Barry,14-05-2016,9.2,3104,5,3,3,637,529
4,h,1950000,S,Fletchers,14-05-2016,9.2,3104,3,3,2,665,232
5,h,1750000,PI,RW,15-10-2016,9.2,3104,5,2,2,710,170
5,h,2000000,S,Fletchers,15-10-2016,9.2,3104,5,2,2,1002,244
3,h,1480000,PI,Jellis,15-10-2016,9.2,3104,3,1,4,605,116
4,h,3000000,PI,Nelson,15-10-2016,9.2,3104,4,3,2,1247,50
3,h,1818000,S,Fletchers,15-10-2016,9.2,3104,3,1,1,722,90
4,h,2170000,SP,Fletchers,16-04-2016,9.2,3104,4,2,2,1040,
4,h,2525000,PI,Jellis,16-04-2016,9.2,3104,4,2,2,1235,196
4,h,3360000,S,Assisi,16-04-2016,9.2,3104,4,3,1,904,420
4,h,1620000,S,Jellis,16-07-2016,9.2,3104,4,2,1,654,
3,h,1903000,S,Noel,16-07-2016,9.2,3104,3,1,2,713,720
4,h,1712000,S,Fletchers,17-09-2016,9.2,3104,3,2,2,639,
4,h,1720000,PI,Marshall,18-03-2017,9.2,3104,4,3,2,869,170
4,h,1670000,S,Jellis,18-03-2017,9.2,3104,4,1,4,1042,
2,h,1350000,SP,Nelson,18-03-2017,9.2,3104,2,1,2,467,
4,h,1675000,S,Fletchers,18-03-2017,9.2,3104,4,2,2,667,201
4,t,1680000,S,Noel,18-03-2017,9.2,3104,4,3,1,362,200
3,h,1800000,PI,hockingstuart,18-06-2016,9.2,3104,3,1,1,809,
4,h,1550000,S,Noel,18-06-2016,9.2,3104,4,3,4,707,
5,h,4000000,PI,Marshall,18-06-2016,9.2,3104,5,5,4,1364,518
3,h,2900000,S,Jellis,18-06-2016,9.2,3104,4,2,2,917,
4,h,2205000,S,Fletchers,19-11-2016,9.2,3104,4,2,2,1010,250
3,t,1137000,S,Fletchers,19-11-2016,9.2,3104,3,2,2,349,
3,h,2100000,VB,Jellis,19-11-2016,9.2,3104,3,2,3,949,175
2,h,1389000,S,Jellis,22-05-2016,9.2,3104,2,1,4,701,
2,h,685000,SP,Jellis,22-05-2016,9.2,3104,2,1,1,177,85
6,h,1900000,VB,hockingstuart,22-05-2016,9.2,3104,6,1,6,691,5
3,h,1335000,S,Fletchers,22-05-2016,9.2,3104,3,2,2,368,177
3,h,1600000,VB,Marshall,22-08-2016,9.2,3104,3,2,2,760,
3,h,1830000,S,Fletchers,22-08-2016,9.2,3104,3,2,2,493,
4,h,1900000,VB,One,22-08-2016,9.2,3104,4,2,4,587,165
5,h,1500000,VB,hockingstuart,23-04-2016,9.2,3104,5,2,2,605,
2,u,735000,S,Christopher,23-04-2016,9.2,3104,2,1,1,1075,
2,u,1040000,S,Fletchers,24-09-2016,9.2,3104,2,1,1,250,112
3,h,1520000,S,Jellis,25-02-2017,9.2,3104,3,1,2,622,
4,h,1250000,VB,Marshall,25-02-2017,9.2,3104,4,2,2,644,153
6,h,1900000,S,Fletchers,25-02-2017,9.2,3104,6,3,2,808,
5,h,1875000,PI,Fletchers,27-06-2016,9.2,3104,5,3,2,842,200
4,h,1530000,PI,hockingstuart,27-06-2016,9.2,3104,4,2,2,701,198
4,h,1700000,VB,Jellis,27-06-2016,9.2,3104,3,2,5,754,175
3,t,1238000,S,Fletchers,27-11-2016,9.2,3104,3,2,2,186,
3,h,1320000,S,Noel,27-11-2016,9.2,3104,3,1,0,635,
2,u,560000,S,hockingstuart,27-11-2016,9.2,3104,2,1,1,0,
3,h,1651000,S,Nelson,27-11-2016,9.2,3104,3,1,2,657,151
5,h,1920000,S,Marshall,27-11-2016,9.2,3104,5,3,2,900,355
5,h,1560000,S,RT,27-11-2016,9.2,3104,5,2,3,845,199
5,h,1550000,VB,Fletchers,28-05-2016,9.2,3104,7,2,0,942,
3,h,1038000,S,Christopher,28-05-2016,9.2,3104,3,2,1,207,144
5,h,1660000,PI,hockingstuart,28-05-2016,9.2,3104,4,3,2,737,193
3,h,1260000,PI,hockingstuart,28-05-2016,9.2,3104,3,2,2,458,
3,h,2000000,VB,Kay,28-08-2016,9.2,3104,3,1,2,75100,
4,h,2155000,S,Jellis,28-08-2016,9.2,3104,4,2,3,620,
3,h,1225000,VB,Fletchers,28-08-2016,9.2,3104,3,2,2,282,
4,h,2150000,PI,Noel,28-08-2016,9.2,3104,4,2,2,730,
3,h,1770000,PI,Fletchers,28-08-2016,9.2,3104,3,2,1,720,147
2,u,691500,S,Fletchers,30-07-2016,9.2,3104,3,1,1,0,102
5,h,1836000,S,Jellis,30-07-2016,9.2,3104,4,2,2,939,
2,u,636000,S,hockingstuart,03-09-2016,13,3204,2,1,2,202,
2,h,1275000,S,Woodards,03-09-2016,13,3204,2,1,2,599,
3,u,875000,S,hockingstuart,03-09-2016,13,3204,3,1,2,348,121
3,t,895000,PI,Ray,03-09-2016,13,3204,3,2,2,362,
2,h,1550000,S,Woodards,03-12-2016,13,3204,2,1,4,730,
4,h,1420000,S,Woodards,03-12-2016,13,3204,4,1,4,786,
3,h,1425000,S,Buxton,03-12-2016,13,3204,3,2,2,613,143
2,t,851000,S,hockingstuart,03-12-2016,13,3204,2,1,1,140,250
3,h,1222500,S,Ray,04-02-2016,13,3204,3,2,2,299,181
4,h,1260000,PI,hockingstuart,04-03-2017,13,3204,4,2,2,793,
4,h,2700000,S,hockingstuart,04-06-2016,13,3204,4,3,2,628,
3,t,900000,PI,hockingstuart,04-06-2016,13,3204,3,2,1,418,
3,h,1100000,VB,Buxton,04-06-2016,13,3204,3,2,2,0,
7,h,1005000,S,Ray,04-06-2016,13,3204,7,3,4,607,
3,h,1317500,S,Buxton,04-06-2016,13,3204,3,1,1,576,127
2,u,360000,PI,Buxton,06-08-2016,13,3204,2,1,1,0,69
4,t,1435000,S,hockingstuart,06-08-2016,13,3204,3,3,2,291,212
3,h,1110000,S,Buxton,06-08-2016,13,3204,3,1,2,692,164
4,h,2435000,S,Buxton,06-08-2016,13,3204,3,2,2,795,250
3,h,1500000,PI,hockingstuart,07-05-2016,13,3204,3,2,1,565,222
4,h,1300000,PI,Buxton,07-11-2016,13,3204,4,2,2,697,194
2,h,855000,S,Buxton,07-11-2016,13,3204,2,1,1,298,
3,h,1125000,S,hockingstuart,08-10-2016,13,3204,3,1,2,584,116
3,h,1135000,SP,O'Brien,08-10-2016,13,3204,3,1,2,627,
3,h,867000,S,hockingstuart,08-10-2016,13,3204,3,2,1,578,
4,h,1328000,S,hockingstuart,10-09-2016,13,3204,3,2,2,610,112
3,h,1340000,S,hockingstuart,10-09-2016,13,3204,3,2,1,526,135
4,t,1155000,S,Buxton,10-09-2016,13,3204,4,3,2,271,205
3,h,1275000,S,Buxton,10-09-2016,13,3204,3,1,4,758,138
3,h,770000,VB,Woodards,10-12-2016,13,3204,3,2,2,0,
